Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
What are the three parts of a filter condition in ServiceNow?,multiple-choice,"Table, Record, and Value","Field, Operator, and Value","Column, Function, and Result","Source, Condition, and Target",,,,,,,,,,,,2,"A filter condition has three parts: Field (chosen based on user access, can include related tables), Operator (varies by field type, like 'greater than' for numbers), and Value (text entry or choice list based on field).",User Interface & Navigation
Which statement about the List Editor is correct?,multiple-choice,It allows editing only one record at a time,It is the quickest method to update a field on multiple records,It overrides all security constraints,It is enabled for all tables by default,,,,,,,,,,,,2,"The List Editor is the quickest method to update a field on multiple records, supporting both contiguous and noncontiguous editing. If a row cannot be edited due to security constraints, a message is displayed.",User Interface & Navigation
"In Form Builder, how do you add a dot-walked field from a related table to a form?",multiple-choice,Right-click the form and select 'Add Related Field',"Select 'Add a Related Field' under the desired field, then drag it to the form",Navigate to System Definition > Tables and add the field there,Use the Schema Map to drag fields between tables,,,,,,,,,,,,2,"In Form Builder, to dot walk, select 'Add a Related Field' under the desired field, then drag it to the form. In the Dot Walk window, select a field from the table or navigate to a related table, then click Add to View.",User Interface & Navigation
A user reports that a reference field on a form is not displaying the expected records in its dropdown. Which two actions should an administrator investigate? (Choose 2),multiple-choice,The reference qualifier on the field restricts which records appear,The form view is set to mobile layout,The user lacks read access to the referenced table,The field label has been changed recently,,,,,,,,,,,,"1,3","Reference qualifiers filter which records appear in a reference field dropdown. Additionally, if the user doesn't have read access to the referenced table, records won't appear. Both conditions should be checked when troubleshooting missing reference field records.",ui-navigation
Which statement about Next Experience UI is NOT true?,multiple-choice,It uses the Polaris theme by default,It replaces UI16 as the default interface for all users,The Unified Navigation framework supports configurable menus,Workspaces can be accessed from the All menu,,,,,,,,,,,,2,"Next Experience does not automatically replace UI16 for all users. Administrators must configure and enable it, and some legacy interfaces may still use UI16. The transition is managed, not automatic.",ui-navigation
"In the List v3 component, what happens when an administrator configures a 'condition' on a list?",multiple-choice,It permanently deletes records that don't match,It applies a filter that restricts which records are displayed,It changes the table schema,It creates a new view of the table,,,,,,,,,,,,2,"A condition on a list component acts as a filter, restricting which records from the table are displayed. It does not modify data or create new views.",ui-navigation
An administrator needs to ensure that a specific form layout appears only when the Priority field is set to 1 - Critical. Which feature should they use?,multiple-choice,Form views with a view rule,UI Policy to hide fields,ACL on the form,Client script to redirect,,,,,,,,,,,,1,View rules allow administrators to automatically switch form views based on conditions like field values. Setting a view rule on the Priority field being Critical will display the specific form layout.,ui-navigation
Which statements about ServiceNow list editing are true? (Choose 2),multiple-choice,Double-clicking a cell in a list enables inline editing for that field,List editing allows updating multiple records simultaneously using the list header checkbox,All field types support inline list editing without restrictions,List editing must be enabled by a system property before it can be used,,,,,,,,,,,,"1,2","Double-clicking a cell enables inline editing, and selecting multiple records via the header checkbox allows bulk updates. Both are core list editing capabilities in ServiceNow.",ui-navigation
What is the purpose of the 'Favorites' feature in ServiceNow navigation?,multiple-choice,It bookmarks specific records or modules for quick access from the navigation bar,It automatically prioritizes frequently used tables,It creates shortcuts to external websites,It pins dashboards to the homepage,,,,,,,,,,,,1,"Favorites allow users to bookmark specific records, lists with filters, or application modules for quick access from the favorites icon in the navigation bar.",ui-navigation
A user needs to see incidents assigned to their group AND with a state of 'In Progress'. Which filter operation should be used?,multiple-choice,Use OR condition between Assignment Group and State,Use AND condition between Assignment Group and State,Create two separate filtered lists and compare them,Use a CONTAINS condition on both fields,,,,,,,,,,,,2,"When both conditions must be true simultaneously (assigned to their group AND in progress), an AND condition is required. This returns only records matching both criteria.",ui-navigation
What is the difference between a 'View' and a 'Form Layout' in ServiceNow?,multiple-choice,A view defines which fields appear on a form; a form layout arranges fields into sections and columns within a view,They are identical concepts with different names,A form layout is for lists; a view is for forms,Views are only available in workspaces; form layouts are for the platform UI,,,,,,,,,,,,1,"A view is a named configuration (e.g., 'Default', 'ESS') that determines which fields and sections appear on a form. The form layout is the arrangement of fields within that view, including sections, columns, and field ordering.",ui-navigation
What enables collecting data from related tables via reference fields in ServiceNow?,multiple-choice,Field mapping,Dot-walking,Table joins,Reference linking,,,,,,,,,,,,2,"Dot-walking is ServiceNow's method for accessing data from related tables through reference fields. When you have a reference field pointing to another table, you can 'walk' through the reference using dot notation to access fields in the referenced table. For example, if an incident has a 'caller_id' reference field pointing to the user table, you can access the caller's department using 'caller_id.department'. This is fundamental to ServiceNow's data access patterns and is used extensively in both the UI and scripting.",ui-navigation
"In a ServiceNow list, what do the controls in the list header allow users to do?",multiple-choice,Edit individual records directly,"Group, sort, show/hide columns, and filter data",Create new table relationships,Modify form layouts,,,,,,,,,,,,2,"List header controls provide essential data manipulation capabilities including grouping records by field values, sorting columns in ascending/descending order, showing or hiding columns to customize the view, and applying filters to narrow down displayed records. These controls help users organize and find information efficiently without modifying the underlying data structure or form layouts. Understanding these controls is fundamental for effective ServiceNow navigation.",ui-navigation
A user sees brackets around a list view name like '[Assigned to me]'. What does this indicate?,multiple-choice,The view is locked by an administrator,The view is currently being edited,The view is not the default list view,The view has active filters applied,,,,,,,,,,,,3,"Brackets around a list view name indicate that you are not viewing the default list view. ServiceNow shows brackets to make it clear when you've switched from the default view to a different saved view, such as 'Assigned to me', 'Recent', or custom views. The default view typically shows without brackets. This visual indicator helps users understand which view they're currently using and is important for navigation awareness.",ui-navigation
Which methods can be used to modify form layouts in ServiceNow? (Choose 2),multiple-choice,Form Designer,List Editor,Form Layout Tool,UI Policy Designer,,,,,,,,,,,,"1,3","ServiceNow provides two primary methods for modifying form layouts: Form Designer (a drag-and-drop interface for arranging form elements) and Form Layout Tool (for more advanced layout modifications). List Editor is used for customizing list views, not forms. UI Policy Designer creates dynamic form behaviors but doesn't directly modify layouts. Understanding the distinction between these tools is important for form customization tasks.",ui-navigation
What happens when a user applies a filter condition and then navigates away from the list?,multiple-choice,The filter is automatically saved permanently,The filter condition appears in the breadcrumb trail,The filter is lost immediately,The filter becomes a new list view,,,,,,,,,,,,2,"When users apply filter conditions to a list, ServiceNow maintains these conditions and displays them in the breadcrumb trail at the top of the list. This breadcrumb shows the current filter state and allows users to modify or remove filters. The breadcrumb trail provides navigation context and filter transparency. Filters are not automatically saved as permanent views unless explicitly saved, but they persist during the session and are visible in the breadcrumbs.",ui-navigation
Which list personalization options are available to users in ServiceNow? (Choose 3),multiple-choice,Rearrange column order,Set column widths,Create new table fields,Save custom list views,Modify table schemas,,,,,,,,,,,"1,2,4","Users can personalize lists by rearranging column order (dragging columns to preferred positions), setting column widths (adjusting the display width of columns), and saving custom list views (preserving filter and display preferences). Users cannot create new table fields or modify table schemas - these are administrative functions requiring proper roles and permissions. List personalization focuses on display and organization, not data structure modifications.",ui-navigation
"Evaluate these statements about ServiceNow configuration:
A) Personal list configurations only affect the current user's view
B) System-level form modifications affect all users
C) Related lists show records from the same table as the main form",multiple-choice,"A and B are true, C is false","A and C are true, B is false","B and C are true, A is false",All statements are true,,,,,,,,,,,,1,"Statement A is TRUE: Personal list configurations (column order, widths, personal views) only affect the individual user's experience. Statement B is TRUE: System-level form modifications (adding fields, changing layouts, UI policies) affect all users unless overridden by role-based configurations. Statement C is FALSE: Related lists typically show records from different tables that are related to the current record via reference fields (e.g., incidents related to a CI, tasks related to a change).",ui-navigation
Which of the following is NOT a standard component of the ServiceNow list collector interface?,multiple-choice,Available items list,Selected items list,Move arrows between lists,Drag-and-drop form builder,,,,,,,,,,,,4,"The list collector interface is used for selecting multiple items from a list and includes: an 'Available' items list showing selectable options, a 'Selected' items list showing chosen items, and move arrows (or add/remove buttons) to transfer items between the lists. A drag-and-drop form builder is NOT part of the list collector - that's a separate interface component used in Form Designer for building form layouts. Understanding UI component distinctions is important for proper system navigation.",ui-navigation
Which security mechanism controls record-level access to data in ServiceNow?,multiple-choice,Roles,Groups,Access Control Lists (ACLs),Data Policies,,,,,,,,,,,,3,"Access Control Lists (ACLs) control record-level and field-level access to data. ACLs specify what tables, fields, and operations users can access based on roles and conditions.",User Administration & Security
What role is required to modify Access Control Lists (ACLs) in ServiceNow?,multiple-choice,admin,security_admin,acl_admin,itil,,,,,,,,,,,,2,"The security_admin role is required to modify Access Control Lists. Even users with the admin role must also be granted security_admin to manage ACLs. In the base system, only the default system administrator has this role.",User Administration & Security
What happens when elevated privileges are activated in ServiceNow?,multiple-choice,They remain active until manually deactivated,"They last only for the current session and end with logout, timeout, or impersonation",They are permanently assigned to the user,They are shared with all members of the user's group,,,,,,,,,,,,2,"Elevated roles last only for your session. They end with logout, session time out, or user impersonation. An upward arrow next to your avatar indicates activated elevated privileges.",User Administration & Security
In what order does ServiceNow evaluate Access Control rules?,multiple-choice,"Allow rules first, then deny rules","Field access first, then table access","Deny rules first, then allow rules",Alphabetically by rule name,,,,,,,,,,,,3,"The system checks deny rules first. If any deny rules conditions are unmet, access is blocked. Allow rules are evaluated only when no deny rules apply or if you meet all deny rule criteria.",User Administration & Security
What automatically happens when a new table is created in ServiceNow?,multiple-choice,No security is applied by default,Access controls are automatically created for the table,Only admin users can access the table,The table is marked as read-only,,,,,,,,,,,,2,"With system created access controls, it is rare to have a table with no access control rules. When a table is created, access controls are automatically created.",User Administration & Security
A user passes a table-level ACL but fails a field-level ACL. What access does the user have?,multiple-choice,Full access to the record including all fields,No access to the record at all,Access to the record but not to that specific field,Read-only access to all fields,,,,,,,,,,,,3,"Access controls are checked in order, starting with table access and then field access. Failing a table rule denies access to all. Passing a table rule but failing a field rule denies access to that field only.",User Administration & Security
What does an upward arrow next to a user's avatar indicate in ServiceNow?,multiple-choice,The user has unread notifications,The user has activated elevated privileges,The user is impersonating another user,The user has pending approvals,,,,,,,,,,,,2,An upward arrow next to your avatar indicates activated elevated privileges. This visual indicator helps administrators know when they have temporary elevated security access.,User Administration & Security
How do ACL rules for parent tables apply to child tables?,multiple-choice,They don't apply - each table needs its own ACLs,ACL rules for parent tables apply to their child tables,Child tables override all parent table ACLs,Only admin-created ACLs are inherited,,,,,,,,,,,,2,ACL rules for parent tables apply to their child tables. This inheritance model means security settings on a parent table like 'task' automatically apply to child tables like 'incident' and 'change_request'.,User Administration & Security
What are the three main security modules typically used by system administrators?,multiple-choice,"Users, Groups, and Roles","Security, ACL list, and High Security Settings","Authentication, Authorization, and Audit","Login, Password, and Session",,,,,,,,,,,,2,"System administrators typically use three security modules: Security, ACL list, and High Security Settings. These modules provide the tools needed to manage access controls and security configurations.",User Administration & Security
What limitation applies to users with the admin role when impersonating another user?,multiple-choice,They cannot impersonate any users,They can only impersonate users in their group,They cannot impersonate the security_admin role or elevate privileges during impersonation,They must have manager approval to impersonate,,,,,,,,,,,,3,Admins cannot impersonate the security admin role or elevate privileges during impersonation to access high security functions. This is a security measure to prevent unauthorized access to sensitive security configurations.,User Administration & Security
Which components does ServiceNow use to ensure security for CRUD operations? (Choose two),multiple-choice,"User authentication/login managed via users, groups, and roles",Automatic data encryption at rest,Application and module access controlled by roles,Mandatory two-factor authentication,,,,,,,,,,,,"1,3","ServiceNow ensures security for CRUD operations with: user authentication/login managed via users, groups and roles; application and module access controlled by roles; and database access managed by system properties and table/field access controls.",User Administration & Security
What is the purpose of user impersonation in ServiceNow?,multiple-choice,To permanently change a user's password,To test the platform from another user's perspective and troubleshoot access issues,To delete another user's account,To merge two user accounts together,,,,,,,,,,,,2,"Impersonation allows administrators to test the platform from another user's perspective. This is useful for troubleshooting access issues, verifying that security configurations work correctly, and understanding what a specific user can see and do.",User Administration & Security
What must a user have to access data in ServiceNow?,multiple-choice,Only a role,Only ACL access,Both a role AND ACL access,Group membership only,,,,,,,,,,,,3,"A user needs BOTH a role AND ACL access to see data. Roles grant access to application modules, while ACLs control record-level access. Both must be satisfied for a user to access specific data.",User Administration & Security
A system administrator needs to grant a user temporary elevated access to modify ACLs. What is the recommended approach?,multiple-choice,Permanently assign the security_admin role to the user,Have the user activate elevated privileges for their session,Give the user the admin role,Disable all ACLs temporarily,,,,,,,,,,,,2,"Elevated privileges allow temporary access to higher security functions and last only for the current session. This is more secure than permanently assigning roles because access automatically ends with logout, timeout, or impersonation.",User Administration & Security
Which statements about the admin role in ServiceNow are true? (Choose two),multiple-choice,Admins have access to all platform features and can override access controls,Admins can automatically modify ACLs without any additional roles,The admin role should be assigned cautiously,Admins can impersonate security_admin during impersonation sessions,,,,,,,,,,,,"1,3","Admins have access to all platform features and can override access controls, so the role should be assigned cautiously. However, admins cannot modify ACLs without security_admin and cannot impersonate security_admin during impersonation.",User Administration & Security
What is the recommended method for assigning roles to users in ServiceNow?,multiple-choice,Assign roles directly to individual user records,Add users to groups and assign roles to the groups,Use update sets to assign roles,Configure roles through the CMDB,,,,,,,,,,,,2,"Rather than adding roles to individual users, the recommended approach is to add the user to a group and assign the role to the group. This makes maintenance easier when people transfer to different roles in the organization.",User Administration & Security
What indicates that elevated privileges are activated for an administrator's session?,multiple-choice,A lock icon appears in the navigation menu,An upward arrow appears next to the user's avatar,The background color of the instance changes,A notification email is sent to the security team,,,,,,,,,,,,2,"An upward arrow next to your avatar indicates activated elevated privileges. These roles last only for your session and end with logout, session timeout, or user impersonation.",User Administration & Security
In which order does ServiceNow evaluate access control rules?,multiple-choice,"Allow rules first, then deny rules","Field rules first, then table rules","Deny rules first, then allow rules if deny conditions are met",All rules are evaluated simultaneously,,,,,,,,,,,,3,"The system checks deny rules first. If any deny rule conditions are unmet, access is blocked. Allow rules are evaluated only when no deny rules apply or if all deny rule criteria are satisfied.",User Administration & Security
Which actions can users WITHOUT any assigned roles perform in ServiceNow? (Choose 2),multiple-choice,View a dashboard,Create business rules,Access the service catalog,Manage access control lists,,,,,,,,,,,,"1,3","Users without any assigned roles can still log in and access common actions such as viewing a dashboard, accessing the service catalog, viewing knowledge articles, and taking surveys. These are often referred to as self-service users.",User Administration & Security
Which statement about user impersonation is TRUE?,multiple-choice,Any user can impersonate another user,Impersonation allows access to security incidents even if you don't have those roles,Only users with the admin or impersonator role can impersonate other users,Impersonation persists across multiple login sessions,,,,,,,,,,,,3,"Only admins and users with the impersonator role can impersonate other users to test their access. When impersonating a user with a specific admin role, you cannot access certain features like security incidents unless you already have those roles.",User Administration & Security
A user has the catalog_admin role. What access does this provide?,multiple-choice,Only access to the Service Catalog application,Only access to user criteria modules,"Access to all Service Catalog and user criteria modules, plus additional catalog_admin permissions",Full admin access to all platform features,,,,,,,,,,,,3,"The catalog_admin role includes permissions from both user_criteria_admin and catalog roles, providing access to all applications and modules of both roles plus any permissions specific to catalog_admin.",User Administration & Security
What is the purpose of the ServiceNow Security Center?,multiple-choice,To manage user passwords and authentication only,"To monitor security compliance, manage hardening settings, and run security scans",To configure firewalls and network security,To create and manage encryption keys,,,,,,,,,,,,2,"ServiceNow Security Center is a built-in tool that helps system administrators manage and improve instance security. It includes hardening checks, security scanning, customer actions, notifications, and compliance scoring.",User Administration & Security
"An administrator needs to prevent users in the 'itil' group from editing the Priority field on Incident records, but they should still be able to view it. Which approach is correct?",multiple-choice,Create a write ACL on the incident.priority field that excludes the itil role,Remove the Priority field from the incident form,Create a UI Policy that makes Priority read-only for itil users,Delete the Priority field from the Incident table,,,,,,,,,,,,3,A UI Policy with a condition checking the user's role can make the Priority field read-only for itil users while keeping it visible. This is the standard approach for role-based field-level restrictions on forms.,user-administration
Which three elements make up an Access Control List (ACL) rule in ServiceNow? (Choose 3),multiple-choice,The object being secured (table/field),"The operation (read, write, create, delete)","The permissions required (role, condition, script)",The time zone of the user,The browser type being used,,,,,,,,,,,"1,2,3","An ACL rule consists of three parts: the object (what is being protected — a table, field, or record), the operation (what action is being controlled — read, write, create, or delete), and the permissions (who is allowed — defined by roles, conditions, and/or scripts).",user-administration
What is the evaluation order when multiple ACL rules apply to the same object and operation?,multiple-choice,All matching ACL rules must pass — they are evaluated with AND logic,Only the first matching ACL rule is evaluated,The most restrictive ACL always wins,ACL rules are evaluated randomly,,,,,,,,,,,,1,"When multiple ACL rules match the same object and operation, ALL must pass. ServiceNow uses AND logic — the user must satisfy every matching ACL rule to be granted access.",user-administration
A new employee needs access to the Incident table but should NOT be able to delete any records. Which ACL configuration achieves this?,multiple-choice,"Grant read, write, and create ACLs but do not grant a delete ACL for the user's role",Create a delete ACL that explicitly denies the user's role,Remove the Incident module from the user's application menu,Set the 'active' field to read-only on the incident form,,,,,,,,,,,,1,"In ServiceNow, if no ACL grants a specific operation for a role, that operation is denied by default. By granting read/write/create but not creating a delete ACL for the role, delete access is implicitly denied.",user-administration
Which user property determines the language displayed in the ServiceNow interface?,multiple-choice,The browser's Accept-Language header only,The Language field on the user's System Properties,The Preferred language field on the user record,The instance's system locale setting only,,,,,,,,,,,,3,"The Preferred language field on the sys_user record determines the interface language for that user. If not set, the system falls back to the instance default language.",user-administration
What is the purpose of 'delegated administration' in ServiceNow?,multiple-choice,Allowing specific users to grant roles that they themselves possess to other users,Automatically assigning admin roles to all managers,Delegating system upgrades to non-admin users,Sharing admin credentials with a team,,,,,,,,,,,,1,"Delegated administration allows designated users (not full admins) to manage group membership and assign specific roles that they themselves hold, reducing the burden on system administrators.",user-administration
Which of the following is NOT a valid method to assign a role to a user in ServiceNow?,multiple-choice,Adding the role directly to the user's Roles related list,Adding the user to a group that has the role,Inheriting the role through the role hierarchy (contained roles),Setting the role in the user's email signature,,,,,,,,,,,,4,"Email signatures have no connection to role assignment in ServiceNow. Roles are assigned directly to users, through group membership, or through role inheritance (contained roles).",user-administration
What happens when an administrator activates the 'High Security Settings' plugin?,multiple-choice,It enforces stricter password policies and session timeout settings,It encrypts all database tables automatically,It requires biometric authentication for all users,It disables all REST API access,,,,,,,,,,,,1,"The High Security Settings plugin enforces stricter password complexity requirements, shorter session timeouts, and other hardened security configurations.",user-administration
