Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
"In a Script Include class, which function runs automatically when an object of the class is instantiated?",multiple-choice,The constructor function defined in the prototype,The first function listed in the type definition,The initialize function,The onLoad function,,,,,,,,,,,,3,The initialize function in a Script Include class runs automatically when an object of that class is created. It is commonly used to store properties using the 'this' keyword and to fetch records that will be needed throughout the class methods.,Script Includes
Why is the 'this' keyword used inside the initialize function of a Script Include to store variable values?,multiple-choice,To make the values available to client-side scripts via GlideAjax,To make the values accessible across all methods within the Script Include class,To persist the values in the database for future Script Include executions,To override system properties with custom values during runtime,,,,,,,,,,,,2,"Using 'this.' in the initialize function stores values as instance properties of the class object. This makes them accessible throughout all methods defined in the Script Include, avoiding the need to re-fetch or re-declare values in each function.",Script Includes
A developer needs to call a Script Include from a different application scope. Select all that apply. Which requirements must be met for this cross-scope call to succeed?,multiple-choice,The Script Include must have the 'Accessible from' field set to allow access from other scopes,The calling script must reference the Script Include using its full API name including the namespace,The Script Include must extend AbstractAjaxProcessor to support cross-scope calls,The calling script must import the Script Include using gs.include(),,,,,,,,,,,,"1,2","Two conditions must be met for cross-scope Script Include calls: (1) The Script Include's 'Accessible from' setting must allow access beyond its own application scope, and (2) the calling script must use the full API name (namespace prefix) to reference the Script Include.",Script Includes
A developer is building a Script Include called 'IncidentUtils' that contains multiple methods. Several of these methods need to reference the currently logged-in user's GlideRecord and a specific system property value. Where should the developer fetch and store these values to follow Script Include best practices?,multiple-choice,In a separate helper Script Include that is called by each method,At the beginning of each method that needs the values,In the initialize function using the 'this' keyword,In a global business rule that runs before the Script Include is called,,,,,,,,,,,,3,"Best practice is to fetch commonly needed values in the initialize function and store them using 'this.' so they are available across all methods in the Script Include. The initialize function runs automatically when the class is instantiated, making it the ideal place for setup logic such as fetching the current user record or system properties.",Script Includes
What class must a Script Include extend to be callable from a client-side GlideAjax request?,multiple-choice,GlideRecord,AbstractAjaxProcessor,GlideScriptedProcessor,ScriptableServiceRequest,,,,,,,,,,,,2,Script Includes that need to be called from client-side GlideAjax must extend AbstractAjaxProcessor. This base class handles the AJAX request/response mechanism and provides methods like getParameter() and newItem() for communication. The 'Client callable' checkbox must also be enabled.,Script Includes
Which statement about Script Includes is NOT correct?,multiple-choice,Script Includes are loaded on demand only when called,The Script Include name must match the class name defined in the script,Script Includes execute on the client side like Client Scripts,"Script Includes can be used in Business Rules, Scheduled Jobs, and other server scripts",,,,,,,,,,,,3,"Script Includes are server-side scripts, not client-side. They execute on the ServiceNow server and can be called from other server-side scripts. The only way to invoke them from the client is indirectly through GlideAjax (which still executes the Script Include on the server).",Script Includes
A developer has a complex calculation that is used in both a Business Rule and a Scheduled Job. What is the best practice approach?,multiple-choice,Copy the calculation code into both the Business Rule and the Scheduled Job,Create a Script Include with the calculation and call it from both locations,Create a UI Script that both can reference,Create a Client Script with global scope,,,,,,,,,,,,2,"Script Includes are designed for reusable server-side code. Creating a Script Include with the calculation logic allows it to be called from any server-side context (Business Rules, Scheduled Jobs, Flow Designer, etc.) without code duplication.",Script Includes
"In a client-callable Script Include extending AbstractAjaxProcessor, which method is used to retrieve parameters sent from a GlideAjax call?",multiple-choice,this.getParameter('sysparm_name'),current.getValue('sysparm_name'),gs.getProperty('sysparm_name'),request.getParameter('sysparm_name'),,,,,,,,,,,,1,"In an AbstractAjaxProcessor Script Include, this.getParameter() retrieves parameters that were added on the client side using ga.addParam(). Parameters typically use the 'sysparm_' prefix convention.",Script Includes
What must be true for a Script Include to be accessible from a client script via GlideAjax?,multiple-choice,The Script Include must extend AbstractAjaxProcessor and have 'Client callable' checked,The Script Include must be in the global scope,The Script Include must have the 'Public' access modifier,The Script Include must be attached to the same table as the client script,,,,,,,,,,,,1,"To be called from a client script via GlideAjax, a Script Include must extend AbstractAjaxProcessor and have the 'Client callable' checkbox selected.",CAD
A developer creates a Script Include called 'IncidentUtils' with a method 'getHighPriority()'. How would they call this from a business rule?,multiple-choice,var util = new IncidentUtils(); util.getHighPriority();,IncidentUtils.getHighPriority();,gs.include('IncidentUtils').getHighPriority();,var util = GlideScriptInclude('IncidentUtils'); util.getHighPriority();,,,,,,,,,,,,1,"Script Includes are instantiated using the 'new' keyword with the Script Include name, then methods are called on the instance: new IncidentUtils().getHighPriority().",CAD
What is the primary benefit of using Script Includes over writing logic directly in business rules?,multiple-choice,Script Includes execute faster than business rules,Script Includes promote code reusability across multiple scripts,Script Includes can access client-side APIs,Script Includes bypass ACL restrictions,,,,,,,,,,,,2,"Script Includes encapsulate reusable logic that can be called from business rules, scheduled jobs, UI actions, and other server-side scripts, promoting code reuse and maintainability.",CAD
Which property of a Script Include determines if it loads automatically or on demand?,multiple-choice,The 'Active' checkbox,The 'Accessible from' field,The API Name field,The 'Protection policy' field,,,,,,,,,,,,2,The 'Accessible from' field determines the scope accessibility of a Script Include. Script Includes load on demand when instantiated with 'new' - they are not automatically loaded unless explicitly called.,CAD
Where do client-side scripts execute in ServiceNow?,multiple-choice,On the ServiceNow application server,In the user's web browser,On the MID Server,In the ServiceNow database layer,,,,,,,,,,,,2,"Client-side scripts execute in the user's web browser. They generally handle UI modifications such as hiding fields, making fields mandatory, or responding to user interactions on the form.",Scripting & APIs
Which prefix is used to access GlideSystem methods in server-side scripts?,multiple-choice,g_system,glide,gs,g_form,,,,,,,,,,,,3,"GlideSystem methods are accessed using the 'gs' prefix in server-side scripts (e.g., gs.addInfoMessage(), gs.hasRole()). This is the standard shorthand for the GlideSystem class in ServiceNow.",Scripting & APIs
Which GlideSystem method returns the first and last name of the currently logged-in user concatenated together?,multiple-choice,gs.getUserName(),gs.getUserID(),gs.getUserDisplayName(),gs.getUser(),,,,,,,,,,,,3,"gs.getUserDisplayName() returns the currently logged-in user's first and last name concatenated together, providing a human-friendly display of the user's identity without requiring separate calls for first and last name.",Scripting & APIs
"A developer needs to implement a new requirement on the ServiceNow platform. According to ServiceNow customization best practices, what approach should they evaluate first?",multiple-choice,Write a comprehensive server-side script to handle all logic,Determine whether a no-code or low-code solution can meet the requirement,Create a custom scoped application with script includes,Modify the baseline business rule to add the required functionality,,,,,,,,,,,,2,"ServiceNow customization best practices recommend first determining whether a no-code solution (configuration via the UI) can be used. If not, evaluate a low-code solution (minimal scripting). Only if neither approach works should developers resort to more complex scripting, as custom scripts can complicate upgrades between family releases.",Scripting & APIs
Why does ServiceNow provide the gs.nil() method when standard JavaScript already has a nil function?,multiple-choice,gs.nil() is faster and more performant than standard JavaScript nil,gs.nil() handles ServiceNow data types differently than standard JavaScript nil,Standard JavaScript nil does not work at all in ServiceNow server-side scripts,"gs.nil() can only be used within business rules, unlike standard JavaScript nil",,,,,,,,,,,,2,"ServiceNow's gs.nil() method handles data types slightly differently than plain JavaScript's nil function. Due to ServiceNow's special dialect of JavaScript and the way GlideElement objects store field values, gs.nil() provides more reliable empty/null checking for ServiceNow record fields.",Scripting & APIs
Which of the following are valid scenarios for using scripting in ServiceNow? (Select all that apply),multiple-choice,Adding new functionality that cannot be achieved through configuration,Replacing an existing access control rule with a simpler script-based implementation,Automating a manual process within the platform,Interacting with third-party applications to exchange data,,,,,,,,,,,,"1,3,4","Scripting is appropriate when adding new functionality to ServiceNow that cannot be achieved through configuration, automating manual processes to remove the human element, and interacting with third-party applications for data exchange. These are scenarios where configuration alone may not be sufficient.",Scripting & APIs
A developer writes a business rule on the Incident table that needs to set the incident's location to the caller's location when the location field is empty. Which server-side script correctly accomplishes this?,multiple-choice,if (gs.nil(current.location)) { current.location.setValue(current.caller_id.location); },"if (g_form.getValue('location') == '') { g_form.setValue('location', current.caller_id.location); }",if (current.location == null) { current.location = gs.getUser().getLocation(); },if (gs.nil(current.location)) { current.location = current.caller_id.getDisplayValue(); },,,,,,,,,,,,1,"This script uses gs.nil() to check if the location field is empty, then uses dot walking (current.caller_id.location) to traverse the reference field to the caller's user record and access their location, and setValue() to set the field value server-side. This is the exact pattern demonstrated in the GlideSystem course content.",Scripting & APIs
A developer is writing a business rule that needs to display an informational message showing the logged-in user's full name and verify whether they have the 'itil' role. Which GlideSystem methods should the developer use? (Select all that apply),multiple-choice,gs.getUserDisplayName(),gs.hasRole('itil'),g_user.hasRole('itil'),gs.getUserName(),,,,,,,,,,,,"1,2","gs.getUserDisplayName() returns the user's first and last name concatenated (full name), and gs.hasRole('itil') checks if the currently logged-in user has the itil role. Both are server-side GlideSystem methods appropriate for use in business rules.",Scripting & APIs
What is the correct order of steps when building a GlideRecord query in ServiceNow?,multiple-choice,"Create the GlideRecord object, execute the query, add query conditions, process the returned records","Add query conditions, create the GlideRecord object, execute the query, process the returned records","Create the GlideRecord object, add query conditions, execute the query, process the returned records","Execute the query, create the GlideRecord object, add query conditions, process the returned records",,,,,,,,,,,,3,"The four steps to creating a GlideRecord query are: (1) create the GlideRecord object by instantiating it with the table name, (2) add query conditions using methods like addQuery, (3) execute the query using the query() method, and (4) process the returned records using next() or hasNext(). See",Scripting & APIs
"When using the GlideRecord addQuery method, what does the system assume if no operator is specified between the field name and the value?",multiple-choice,The query throws a syntax error,The system assumes a CONTAINS operator,The system assumes an equality (=) operator,The system assumes a LIKE operator,,,,,,,,,,,,3,"When the operator is omitted from the addQuery method, the system automatically assumes equality. For example, addQuery('category', 'Hardware') is equivalent to addQuery('category', '=', 'Hardware'). See",Scripting & APIs
A developer writes a GlideRecord script using while(gr.hasNext()) to iterate through query results. What is the expected outcome?,multiple-choice,Only the first record in the result set is processed,The script processes all records but skips every other record,The script enters an infinite loop,The script processes all returned records normally,,,,,,,,,,,,3,"Using while with hasNext() causes an infinite loop because hasNext() checks if a next record exists but does not advance the pointer to it. The pointer never moves forward, so hasNext() always returns true. The correct approach is while(gr.next()), which both checks for and advances to the next record. See",Scripting & APIs
Which of the following approaches can be used to determine the number of records returned by a GlideRecord query? (Select all that apply),multiple-choice,Use the getRowCount() method on the GlideRecord object,Use a GlideAggregate query with a COUNT aggregate,Use the getRecordCount() method on the GlideRecord object,Use the length property on the GlideRecord object,,,,,,,,,,,,"1,2","ServiceNow provides two approaches to count returned records: getRowCount() on the GlideRecord object, and GlideAggregate with a COUNT aggregate type. While getRowCount() requires less code, it has significant performance impact on large tables because it retrieves rows one by one. GlideAggregate is recommended for tables with more than 100 records or tables that grow continuously. See",Scripting & APIs
A developer needs to build a GlideRecord query with complex conditions involving date comparisons and reference field lookups. The developer wants the fastest method to construct this query. What is the recommended approach?,multiple-choice,Use multiple addQuery() and addOrCondition() methods chained together in the script,Use the addEncodedQuery() method with a query string copied from the list view Condition Builder,Use the get() method with the sys_id of each matching record,Use GlideAggregate with groupBy to filter the complex conditions,,,,,,,,,,,,2,"The addEncodedQuery() method is the best option for complex queries, especially those involving dates and reference fields. Developers can build the query visually using the list view Condition Builder, right-click the breadcrumb to select 'Copy Query', and paste the encoded string into addEncodedQuery(). This passes all WHERE clauses as a single argument. See",Scripting & APIs
What is the primary difference between GlideRecordSecure and GlideRecord in ServiceNow?,multiple-choice,GlideRecordSecure supports client-side execution while GlideRecord is server-side only,GlideRecordSecure performs the same functions as GlideRecord but also enforces access control rules,GlideRecordSecure provides encrypted database connections while GlideRecord does not,GlideRecordSecure is used exclusively in scoped applications while GlideRecord is for global scope,,,,,,,,,,,,2,"GlideRecordSecure is inherited from GlideRecord and performs the same functions, but additionally enforces access control rules. Non-writable fields are set to null when writing, and if an element cannot be read due to ACL restrictions, a null value is created in memory for that record. See",Scripting & APIs
How does a subflow differ from a flow in ServiceNow Flow Designer?,multiple-choice,"A subflow requires a trigger and at least two actions, while a flow requires only one action","A subflow is a sequence of reusable actions that can be started from a flow, another subflow, or a script, and does not require a trigger","A subflow can only be used within playbooks, while a flow can be used anywhere in the platform",A subflow is a read-only template provided by ServiceNow that cannot be customized,,,,,,,,,,,,2,"A subflow is a sequence of reusable actions that can be started from a flow, a subflow, or a script. Unlike flows, subflows do not require a trigger — they are called by other automation components. Subflows can also be used to group together common actions and brought into a flow like a template. See",Scripting & APIs
"A developer needs to count incident records matching specific criteria on a production table containing over 500,000 records. Which of the following statements about counting approaches are correct? (Select all that apply)",multiple-choice,"getRowCount() retrieves rows one by one and increments a counter, which has a significant performance impact on large tables",GlideAggregate results in faster execution and should be used when the expected record count exceeds 100 or on continuously growing tables,getRowCount() is the recommended approach for production tables with large amounts of data,GlideAggregate requires less code to implement than getRowCount(),,,,,,,,,,,,"1,2","getRowCount() retrieves rows one by one and increments a counter, which causes significant performance issues on large tables. GlideAggregate results in faster execution and is the recommended method when the number of records returned is greater than 100 or for tables that grow continuously. For a production table with 500,000+ records, GlideAggregate is clearly the correct choice. See",Scripting & APIs
What is the primary specialty of a UI policy in ServiceNow?,multiple-choice,Executing server-side GlideRecord queries when a form loads,"Toggling field attributes such as mandatory, visible, and read-only",Sending notifications when a record is submitted,Validating records before they are saved to the database,,,,,,,,,,,,2,"UI policies specialize in toggling one or more of three field attributes: mandatory/optional, visible/hidden, and read-only/editable. They can do this without any JavaScript by using UI policy actions.",Scripting & APIs
"When configuring an onChange client script, which additional trigger field must be specified that is not required by other client script types?",multiple-choice,The table name,The field name to monitor,The view name,The application scope,,,,,,,,,,,,2,"An onChange client script requires specifying which field to monitor for changes. Without setting the field name, the script will never fire as expected.",Scripting & APIs
Why does a UI policy in advanced view provide two separate scripting fields — 'Execute if true' and 'Execute if false'?,multiple-choice,One field is for client-side script and the other is for server-side script,"ServiceNow cannot determine the opposite of custom script logic, so developers must define both behaviors",One field runs during form load and the other runs on form submission,One field is for synchronous execution and the other is for asynchronous execution,,,,,,,,,,,,2,"Unlike UI policy actions where ServiceNow can easily reverse a Boolean (e.g., mandatory back to optional), ServiceNow cannot read custom JavaScript and work out the opposite intent. Therefore, developers must write separate scripts for when the condition is true and when it is false.",Scripting & APIs
Which of the following capabilities are exclusive to client scripts and NOT available in UI policies? (Select all that apply),multiple-choice,Executing script when a record is submitted,Using the filter condition builder to define conditions,Executing from a list view,"Toggling field mandatory, visible, and read-only attributes without JavaScript",,,,,,,,,,,,"1,3",Only client scripts can execute on record submission (onSubmit type) and from a list view (onCellEdit type). UI policies cannot fire on submission and do not operate on lists.,Scripting & APIs
"When writing server-side scripts in ServiceNow, which API becomes available to replace the client-side GlideForm and GlideUser APIs?",multiple-choice,GlideRecord,GlideSystem,GlideAjax,GlideElement,,,,,,,,,,,,2,"When switching to server-side scripting, the available APIs change. GlideForm (g_form) and GlideUser (g_user) are no longer available; instead, GlideSystem (gs) provides server-side utility methods.",Scripting & APIs
"A developer needs to display the requesting user's manager email address on an incident form, but this data is not included with the default form payload. Which approach should the developer use?",multiple-choice,Write an onChange client script to query the database directly using client-side GlideRecord,Create a display business rule that writes the data to the g_scratchpad object,Configure a before business rule to populate a custom form field,Use a UI policy action to retrieve the data from the server,,,,,,,,,,,,2,Display business rules write to the g_scratchpad object to send additional server data to the client that would not ordinarily be included with the form. The scratchpad data is then accessible to client scripts and UI policies.,Scripting & APIs
Which of the following correctly describe the execution timing of business rule types in ServiceNow? (Select all that apply),multiple-choice,Before business rules fire after a database operation is attempted but before the record is committed to the database,Display business rules fire after the database query completes but before any onLoad client scripts execute,After business rules fire before the record reaches the database,Async business rules execute synchronously in a linear fashion with other business rules,,,,,,,,,,,,"1,2","Before business rules fire once a database save is attempted but before the record is actually committed, making them ideal for validation. Display business rules fire after the query completes and the form begins rendering, but before onLoad client scripts fire, giving client scripts access to the scratchpad data.",Scripting & APIs
A developer working in a scoped application needs to retrieve data from the server within a client script to populate a field on a form. Which technique should the developer use?,multiple-choice,Use a client-side GlideRecord query directly in the client script,Switch the application to global scope to enable client-side GlideRecord,Use a GlideAjax call to invoke a server-side script include,"Use the g_form.getReference() method, which is unrestricted in scoped apps",,,,,,,,,,,,3,"In scoped applications, client-side GlideRecord is not available. The recommended approach for performing server-side lookups from a client script is to use GlideAjax, which calls a server-side script include and returns the results asynchronously.",Scripting & APIs
Which GlideSystem methods display messages directly on the user's form rather than writing to the system log? (Choose two.),multiple-choice,gs.addInfoMessage(),gs.info(),gs.addErrorMessage(),gs.log(),,,,,,,,,,,,"1,3","gs.addInfoMessage() and gs.addErrorMessage() display messages at the top of the form visible to the user. In contrast, gs.info() and gs.log() write to the system log (syslog) table which is only visible to administrators.",Scripting & APIs
A developer needs to count the total number of active incidents assigned to a specific group without loading all records into memory. Which API should they use?,multiple-choice,GlideRecord with getRowCount(),GlideAggregate with addAggregate('COUNT'),GlideSystem with gs.getProperty(),GlideRecord with a while loop counter,,,,,,,,,,,,2,"GlideAggregate is specifically designed for aggregate database operations (COUNT, SUM, MIN, MAX, AVG) without loading individual records. It performs the calculation at the database level, making it far more efficient than retrieving records and counting them.",Scripting & APIs
What is the difference between getValue() and getDisplayValue() when called on a reference field in a GlideRecord?,multiple-choice,getValue() returns the display name; getDisplayValue() returns the sys_id,getValue() returns the sys_id; getDisplayValue() returns the human-readable display value,Both methods return the same value for reference fields,getValue() returns the full GlideRecord; getDisplayValue() returns a string,,,,,,,,,,,,2,"For reference fields, getValue() returns the sys_id of the referenced record, while getDisplayValue() returns the display value (typically the name field) of that record. This distinction is critical when building queries vs displaying data to users.",Scripting & APIs
A developer needs to query all incidents with priority 1 OR priority 2. Which GlideRecord approach is correct?,multiple-choice,"gr.addQuery('priority', '1'); gr.addQuery('priority', '2');","gr.addQuery('priority', '1').addOrCondition('priority', '2');","gr.addQuery('priority', '1 OR 2');","gr.addOrQuery('priority', '1', '2');",,,,,,,,,,,,2,"addQuery() returns a GlideQueryCondition object. Calling addOrCondition() on that object creates an OR relationship. The first addQuery() returns the condition, and addOrCondition() adds an alternative match.",Scripting & APIs
Which statement about GlideAjax is correct?,multiple-choice,GlideAjax calls execute synchronously and block the browser UI,GlideAjax enables asynchronous communication from client scripts to server-side Script Includes,GlideAjax can only be used in business rules,GlideAjax replaces the need for REST API integrations,,,,,,,,,,,,2,"GlideAjax provides asynchronous client-to-server communication. A client script uses GlideAjax to call a server-side Script Include that extends AbstractAjaxProcessor, and receives the response via a callback function without blocking the UI.",Scripting & APIs
Which GlideRecord method should a developer use to check if a query returned any results before processing records?,multiple-choice,gr.hasResults(),gr.hasNext(),gr.getRowCount() > 0,gr.isEmpty(),,,,,,,,,,,,2,"hasNext() returns true if there are more records to iterate over. After calling query(), using hasNext() before next() is the recommended way to check if any records matched. This avoids loading all records just to check existence.",Scripting & APIs
A developer needs to get the display value of a reference field called 'assigned_to' in a server-side script. Which method should they use?,multiple-choice,current.assigned_to,current.assigned_to.getDisplayValue(),current.getDisplayValue('assigned_to'),current.assigned_to.toString(),,,,,,,,,,,,2,"The getDisplayValue() method on a reference field's GlideElement returns the display value of the referenced record, typically the name field.",CAD
Which TWO of the following are valid ways to query records using GlideRecord in a server-side script? (Choose 2),multiple-choice,"gr.addQuery('active', true); gr.query();","gr.find('active', true);",gr.addEncodedQuery('active=true'); gr.query();,"gr.select('active', true);",,,,,,,,,,,,"1,3","Both addQuery() and addEncodedQuery() are valid methods to build queries on a GlideRecord. addQuery() takes field, operator, and value parameters, while addEncodedQuery() takes a URL-encoded query string.",CAD
Which API is used to make outbound REST calls from a server-side script in ServiceNow?,multiple-choice,GlideHTTPClient,RESTMessageV2,GlideURLRequest,sn_ws.SOAPMessageV2,,,,,,,,,,,,2,RESTMessageV2 (sn_ws.RESTMessageV2) is the server-side API used to make outbound REST API calls from ServiceNow scripts.,CAD
A developer wants to display an informational message to the user after a form is submitted and reloaded. Which method should they use in a business rule?,multiple-choice,gs.addInfoMessage(),gs.print(),g_form.addInfoMessage(),gs.log(),,,,,,,,,,,,1,gs.addInfoMessage() displays a blue informational message on the next page load. It is available in server-side scripts like business rules.,CAD
Which field is used to identify a UI Policy instead of a Name field?,multiple-choice,Label,Short description,Title,Display name,,,,,,,,,,,,2,"UI Policies do not have a Name field. Instead, they use the Short description field, which can hold up to 255 characters and should describe what the UI policy does (e.g., 'If category is software, then subcategory is mandatory').",UI Policies & Actions
In what order do UI policies execute relative to client scripts on a form?,multiple-choice,Before client scripts,At the same time as client scripts,After client scripts,The order depends on the Order field value set on each,,,,,,,,,,,,3,"UI policies always execute after client scripts on a form. This is important to understand because if both a client script and a UI policy affect the same field, the UI policy will take effect last.",UI Policies & Actions
What is the effect of selecting the 'Reverse if false' checkbox on a UI Policy?,multiple-choice,It prevents the UI policy from executing when conditions are false,It reverses the UI policy actions and executes the 'Execute if false' script when conditions evaluate to false,It reverses the condition logic so the UI policy triggers on the opposite condition,It automatically creates a duplicate UI policy with the inverse condition,,,,,,,,,,,,2,"When the 'Reverse if false' checkbox is selected, the UI policy actions are reversed and the 'Execute if false' script runs when the UI policy conditions evaluate to false. This allows developers to define both true and false behaviors within a single UI policy.",UI Policies & Actions
Why does ServiceNow recommend using a UI Policy instead of a client script when both can accomplish the same task?,multiple-choice,UI policies execute faster and improve page load performance,UI policies have access to more APIs than client scripts,UI policies are typically unscripted and easier to maintain,UI policies can also run on the server side for data consistency,,,,,,,,,,,,3,"ServiceNow recommends UI policies over client scripts when both can achieve the same result because UI policies are usually unscripted. They use the Condition builder and UI policy actions, making them easier to maintain—especially for less technical administrators who may not know how to script.",UI Policies & Actions
Which of the following scenarios require using a client script instead of a UI policy? (Select all that apply),multiple-choice,Making a field mandatory based on the value of another field,Executing validation logic when a form is submitted,Accessing a field's previous value before a change was made,Setting a field to read-only based on a condition,,,,,,,,,,,,"2,3",Client scripts are required when executing logic on form save/submit (onSubmit type) and when accessing a field's old value before a change (using the oldValue parameter in onChange scripts). These capabilities are not available in UI policies.,UI Policies & Actions
"A developer needs to ensure that when the Priority field on the Incident form is set to Critical, the Description field becomes mandatory and a message is displayed. If the Priority is not Critical, the Description should not be mandatory and no message should appear. How should the developer configure this?",multiple-choice,Create two separate UI policies—one for the Critical condition and one for the non-Critical condition,"Create a single UI policy with the condition Priority is Critical, configure UI policy actions and scripts, and enable the 'Reverse if false' checkbox",Create an onLoad client script that checks the Priority field and uses g_form.setMandatory(),Create a business rule that sets the Description field mandatory attribute on the server side,,,,,,,,,,,,2,"The correct approach is to create a single UI policy with the condition Priority is Critical, set the UI policy action to make Description mandatory, enable 'Run scripts' to display the message in 'Execute if true', and check 'Reverse if false' so the actions are reversed and the 'Execute if false' script handles the non-Critical scenario.",UI Policies & Actions
What does the 'Global' checkbox on a UI Policy control?,multiple-choice,Whether the UI policy applies to all tables in the instance,Whether the UI policy applies to all form views,Whether the UI policy is available across all application scopes,Whether the UI policy inherits to all extended tables,,,,,,,,,,,,2,"The Global checkbox on a UI Policy determines whether the policy applies to all form views. When checked, the UI policy applies globally across all views. When unchecked, the developer must specify the particular form view name the UI policy should execute against.",UI Policies & Actions
A developer is reviewing their instance's UI Policies to optimize performance and maintainability. Which of the following are ServiceNow recommended best practices for UI Policies? (Select all that apply),multiple-choice,Use the Condition builder instead of scripting for UI policy conditions whenever possible,Always enable the 'On load' checkbox to ensure the UI policy fires immediately when the form opens,Provide a descriptive Short description that clearly explains what the UI policy does,Create as many UI policies as possible to handle every possible field combination on a form,,,,,,,,,,,,"1,3","ServiceNow recommends using the Condition builder instead of scripting whenever possible, as it is easier to maintain. Additionally, providing a clear, descriptive Short description is essential so that other administrators can quickly understand the purpose of each UI policy.",UI Policies & Actions
What determines whether a UI policy defined on a parent table is applied to an extended (child) table?,multiple-choice,UI policies are always automatically inherited by all child tables,A field on the UI policy record controls whether it is inherited by child tables,Only UI policies with scripting enabled can be inherited,UI policies are never inherited and must be recreated on each child table,,,,,,,,,,,,2,Each UI policy record has an 'Inherit' field that determines whether the policy will be inherited by extended (child) tables. This gives administrators granular control over which client-side customizations propagate to child tables.,UI Policies & Actions
"How can a developer quickly view all UI policies, business rules, client scripts, and other customizations configured on a specific table?",multiple-choice,Navigate to System Definition > Tables & Columns and filter by table name,"Right-click the form header, select Configure > All to see a page of related lists",Open the Application Navigator and search for 'table customizations',Use the System Diagnostics > Table Inspector module,,,,,,,,,,,,2,"Right-clicking the form header (or accessing the context menu) and selecting Configure > All displays a page of related lists showing the business logic and customizations on that table, including UI policies, business rules, client scripts, and more. This is valuable for troubleshooting unexpected behavior.",UI Policies & Actions
"When extending a table in ServiceNow, how does the inheritance of server-side customizations (such as business rules) compare to client-side customizations (such as UI policies)?",multiple-choice,Both server-side and client-side customizations are always fully inherited by child tables,"Server-side customizations are inherited automatically, while client-side customizations like UI policies may or may not be inherited depending on a per-record setting","Client-side customizations are always inherited, but server-side customizations require manual configuration",Neither server-side nor client-side customizations are inherited; all must be recreated on child tables,,,,,,,,,,,,2,"When extending a table, server-side customizations like business rules and access controls are automatically inherited by the child table. Client-side customizations such as UI policies and client scripts have a configurable 'Inherit' field on each record that determines whether they propagate to child tables.",UI Policies & Actions
A developer is troubleshooting unexpected form behavior on a custom table that extends the Task table. Which of the following can be reviewed from the table's Configure > All page to identify the source of the issue? (Select all that apply),multiple-choice,UI policies that may be setting field visibility or mandatory status,Business rules executing server-side logic on record changes,Client scripts running on form load or field change,The table's data rows and individual record values,,,,,,,,,,,,"1,2,3","The Configure > All page displays related lists of the customizations and business logic on a table, including UI policies, business rules, client scripts, access controls, and other artifacts. This makes it a valuable troubleshooting tool for understanding what logic is acting on a table. It does not display the table's actual data records.",UI Policies & Actions
A developer creates a new Loaner Request table by extending the Task table. Several UI policies on the Task table control field visibility and mandatory settings. The developer notices that some Task UI policies appear on the Loaner Request form but others do not. What is the most likely explanation?,multiple-choice,UI policies on extended tables are randomly inherited based on system load,Only UI policies created after the child table was created are inherited,"The missing UI policies have their Inherit field set to false on the Task table, preventing propagation to child tables",The Loaner Request table's application scope blocks all parent UI policies by default,,,,,,,,,,,,3,"Each UI policy record has an 'Inherit' field. When set to true, the UI policy propagates to child (extended) tables. If some Task UI policies appear on the Loaner Request form and others do not, it is because the missing policies have their Inherit field set to false.",UI Policies & Actions
What is the key advantage of using a UI Policy instead of a Client Script for making a field mandatory based on another field's value?,multiple-choice,UI Policies run on the server side for better security,UI Policies can achieve this without writing any JavaScript code,UI Policies support asynchronous execution,UI Policies can modify database records directly,,,,,,,,,,,,2,"UI Policies provide a no-code interface for common form manipulations like making fields mandatory, read-only, or visible/hidden based on conditions. This can be configured entirely through the condition builder and UI Policy Actions without JavaScript.",UI Policies & Actions
Which of the following actions can be configured in a UI Policy Action without scripting? (Choose three.),multiple-choice,Make a field mandatory,Make a field read-only,Set a field's value to a specific string,Make a field visible or hidden,Send an email notification,,,,,,,,,,,"1,2,4","UI Policy Actions support three form manipulation actions without code: setting a field as mandatory (true/false), read-only (true/false), and visible (true/false). These are the core form UI controls.",UI Policies & Actions
A UI Policy and a UI Policy Action both affect the 'mandatory' setting of the same field but with conflicting values. What determines the outcome?,multiple-choice,The Client Script always takes precedence,The UI Policy with the higher Order value takes precedence,The UI Policy with the lower Order value takes precedence,The last UI Policy to evaluate wins regardless of Order,,,,,,,,,,,,2,"When multiple UI Policies conflict, the one with the higher Order number takes precedence (executes last and wins). This is the opposite of Client Scripts where lower Order executes first. The higher-ordered UI Policy's settings override earlier ones.",UI Policies & Actions
A developer needs to ensure that a field is mandatory both when users fill out forms AND when records are updated via import sets or web services. Which approach should they use?,multiple-choice,A UI Policy with 'Apply to all views' checked,A Client Script with the Inherited checkbox,A Data Policy with the 'Apply to import sets' option enabled,A UI Action with mandatory validation,,,,,,,,,,,,3,"Data Policies enforce field constraints server-side, including for non-UI operations like import sets, web services, and APIs. UI Policies only affect form-based interactions. Data Policies ensure data integrity regardless of how the record is created or updated.",UI Policies & Actions
