Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
Where can a CMDB administrator obtain the CMDB and CSDM Data Foundations Dashboards?,multiple-choice,ServiceNow Sales,ServiceNow Store,ServiceNow Impact,ServiceNow Support,,,,,,,,,,,,2,The CMDB and CSDM Data Foundations Dashboards are free plugins available from the ServiceNow Store (store.servicenow.com). Search for 'data foundation dashboards' to find and install them.,Govern
"From the Get Well Playbook 'Percent of Incidents referencing a CI', what are suggested solutions to ensure the configuration item field is populated on an incident form? (Choose 2)",multiple-choice,Configure field with reference qualifier to make it easier to find affected CI,Configure scheduled job to run nightly to populate the field,Make the Configuration item field mandatory on the incident form once an incident state moves from In progress to Resolved,Configure business rule to auto-populate the field,,,,,,,,,,,,"1,3","Two effective solutions: (1) Use reference qualifiers to filter the CI list, making it easier for users to find the correct CI, and (2) Make the CI field mandatory at resolution time, ensuring incidents are linked to CIs before closing.",Govern
"From the Get Well Playbook 'Handle CMDB tables begin with u_cmdb_ci', what are upstream causes of having custom tables in the CMDB? (Choose 2)",multiple-choice,Requests from stakeholders,Highly skilled ServiceNow developers,No review process in creation of CI classes,No governance process for CMDB customization,,,,,,,,,,,,"3,4","Custom u_cmdb_ci tables proliferate due to: (1) lack of review process when creating new CI classes (no one checking if an OOB class exists), and (2) lack of governance process for CMDB customization (no approval workflow for changes).",Govern
"From the Get Well Playbook 'Technical Service Offerings with Support Group or Change Group Populated', which is a potential benefit to the business if this metric is properly governed?",multiple-choice,Decreased efficiency in managing manual metadata on configuration items,Simplicity in identifying owners and support groups for configuration items,Reduced accuracy in business decision-making,Complex reporting process for security incidents,,,,,,,,,,,,2,"When TSOs have Support Group and Change Group populated, it becomes simple to identify who owns and supports the underlying CIs. The CSDM Sync Group Attributes business rule cascades this information automatically.",Govern
The business rule responsible for synchronizing group attributes from a technical service offering to the underlying CIs within a dynamic CI group synchronizes which attributes? (Choose 3),multiple-choice,Support Group,Used by Group,Managed by Group,Service Desk Group,Assignment Group,,,,,,,,,,,"1,3,5","The CSDM - Sync Group Attributes business rule synchronizes three group attributes from TSO to CIs: Support Group, Managed by Group, and Assignment Group (formerly called Assignment Group before a rename).",Govern
"Assuming business drivers are equal, from the CMDB Data Foundations Dashboard, the 'Hardware CIs with Serial Numbers' Result displays 55% with a Priority of '3 - Medium-High', and the 'CIs with Relationships to Parent and Child' Result displays 20% with a Priority of '4 - Medium'. Which metric should action be taken on first?",multiple-choice,Hardware CIs with Serial Numbers because serial numbers are key to asset health,Hardware CIs with Serial Numbers because Priority is more important than Result in determining which metric to take action on first,Both Result and Priority are equally important,CIs with Relationships to Parent and Child because Result is more important than Priority in determining which metric to take action on first,,,,,,,,,,,,2,Priority takes precedence over Result percentage. A higher priority metric (3 - Medium-High) should be addressed before a lower priority metric (4 - Medium) even if the lower priority metric has a worse percentage score.,Govern
"If executing a remediation playbook fix script from Scripts - Background, which processes are recommended? (Choose 2)",multiple-choice,Run the fix script from Scripts – Background and ensure the Record for rollback checkbox is selected,Run the fix script in a development or test environment,Run the fix script using a UI action,Run the fix script using a business rule,,,,,,,,,,,,"1,2","Best practices: (1) Always select 'Record for rollback' when running fix scripts to enable recovery if something goes wrong, and (2) Test fix scripts in development/test environments before running in production.",Govern
"On the CMDB and CSDM Data Foundations Dashboards, which are the correct ranges for the color-coded bar percentages for CIs in compliance for a key foundational metric?",multiple-choice,"Red: Less than 50%, Yellow: 50–90%, Green: More than 90%","Red: Less than 60%, Yellow: 60–95%, Green: More than 95%","Red: Less than 40%, Yellow: 40–80%, Green: More than 80%","Red: Less than 30%, Yellow: 30–75%, Green: More than 75%",,,,,,,,,,,,2,"The Data Foundations Dashboard uses: Red for less than 60%, Yellow for 60-95%, and Green for more than 95%. This reflects that healthy CMDBs should target near-100% compliance on key metrics.",Govern
"Which offering is provided by ServiceNow CMDB experts to gain insight on the health of a CMDB, obtain actionable recommendations, receive coaching, and provide hands-on assistance to remediate chosen areas of focus?",multiple-choice,CSDM and CMDB Data Foundations Dashboard,CMDB Amplified,TuneUp Your Configuration Management Database (CMDB) Accelerator,Now Create,,,,,,,,,,,,3,"The TuneUp Your CMDB Accelerator is a ServiceNow professional services offering that provides expert consultation, health assessment, recommendations, and hands-on remediation assistance.",Govern
Which field on the location table is useful in assisting with the remediation of duplicate locations?,multiple-choice,Parent,Name,Full name,Contact,,,,,,,,,,,,3,"The Full name field shows the complete hierarchical path of a location (e.g., 'USA/Arizona/Phoenix') which helps identify true duplicates versus locations with the same name but different hierarchies.",Govern
Which service offering is available only to Impact customers to provide insight and guidance to improve CMDB Health?,multiple-choice,Now Create,CMDB Amplified,TuneUp Your CMDB Accelerator,CSDM and CMDB Data Foundations Dashboard,,,,,,,,,,,,2,CMDB Amplified is exclusively available to ServiceNow Impact customers. It provides specialized insight and guidance from ServiceNow experts to improve CMDB health.,Govern
"Which ServiceNow product feature allows for bulk management of CI life cycle operations such as deletion, archival, and attestation?",multiple-choice,CMDB Query Builder,Dynamic CI Groups,CMDB Data Manager,CI Class Manager,,,,,,,,,,,,3,"CMDB Data Manager handles bulk CI lifecycle operations including deletion, archival, and attestation. It replaces the need for custom scripts to manage end-of-life policies.",Govern
"From the Get Well Playbook 'Technical Service Offerings with Support Group or Change Group Populated', Assignment group was updated in a previous release to what name?",multiple-choice,Managed by,Change group,Support group,Owned by,,,,,,,,,,,,3,The field previously called 'Assignment group' was renamed to 'Support group' in a ServiceNow release to better reflect its purpose in CSDM context.,Govern
Which are general usage guidelines for location records? (Choose 3),multiple-choice,Unique,Clear to end users,Hierarchical,Parent field populated occasionally,Come from multiple sources,Non-hierarchical,,,,,,,,,,"1,2,3","Location records should be: (1) Unique - no duplicates, (2) Clear to end users - understandable naming, and (3) Hierarchical - properly structured with parent-child relationships (Country > State > City > Building).",Govern
Which is an important reason to manage configuration items within a dynamic CI group and technical service offering?,multiple-choice,The configuration item can be referenced by an incident record,The configuration item can be part of a service map,The configuration item group attributes can be managed collectively from the technical service offering,The configuration item group attributes can be managed individually,,,,,,,,,,,,3,"The key benefit of Dynamic CI Groups linked to TSOs is that group attributes (Support Group, Managed by, Assignment Group) can be set once on the TSO and automatically cascaded to all CIs in the group, enabling collective management.",Govern
"From the Get Well Playbook 'Refresh Stale CIs in your CMDB', which is a potential benefit to the business if this metric is properly governed?",multiple-choice,Decreases decision-making accuracy,Leads to accurate data and better decision-making,Provides no effect on data accuracy,Increases the need for additional data validations,,,,,,,,,,,,2,"Removing or refreshing stale CIs ensures the CMDB contains current, accurate data which leads to better business decisions based on the actual state of the infrastructure.",Govern
Which pillar for successful foundational data focuses on reporting and metrics?,multiple-choice,Ingest,Govern,Insight,Completeness,,,,,,,,,,,,3,The Insight pillar focuses on using the data in reporting and calculating metrics. It's about deriving value from the stored data through analysis and visualization.,Govern
Which pillar for successful foundational data focuses on health metric improvement?,multiple-choice,Insight,Ingest,Govern,Compliance,,,,,,,,,,,,3,"The Govern pillar focuses on maintaining and improving data health over time. This includes monitoring metrics, remediating issues, and ensuring data quality through governance processes.",Govern
"To update the CMDB Data Foundations Dashboard health metrics and reports immediately, versus waiting for them to update automatically, which scheduled jobs need to be executed? (Choose 2)",multiple-choice,CSDM Data Foundations PA metric Collection,CMDB Get Well Metric Collection,CSDM Get Well Metric Collection,CMDB Data Foundations PA metric Collection,,,,,,,,,,,,"1,4","To immediately refresh dashboard metrics, run both: (1) CSDM Data Foundations PA metric Collection and (2) CMDB Data Foundations PA metric Collection. These scheduled jobs calculate and update the Performance Analytics indicators.",Govern
"From the CMDB Data Foundations Dashboard, if metric X has a higher Priority than metric Y, what is a good reason to take action on remediating metric Y first?",multiple-choice,Metric Y has a lower Result percentage than metric X,Metric Y is on the Best Practices tab and metric X is not,Metric Y has a remediation playbook,Metric Y has a much higher internal business driver to be remediated than metric X,,,,,,,,,,,,4,"Even though Priority is normally the primary factor, internal business drivers can override standard prioritization. If metric Y is critical to a specific business objective or compliance requirement, it may take precedence.",Govern
"From the Get Well Playbook 'CMDB Health Dashboard Disabled', what are potential benefits to the business if the CMDB Health Dashboards are activated and being utilized? (Choose 2)",multiple-choice,Increases the need for customized processes,Decreases efficiency in maintaining the CMDB,Reduces time spent on data validation and maintenance,Increases the trust in quality of CMDB data for other teams,,,,,,,,,,,,"3,4","Activating CMDB Health Dashboards: (1) reduces time spent on manual data validation by providing automated health metrics, and (2) increases trust in CMDB data quality by providing visibility and accountability.",Govern
"According to ServiceNow's analysis, what is the average improvement in high-priority incident resolution time for instances with a healthy CMDB compared to an unhealthy CMDB?",multiple-choice,15% faster,27% faster,40% faster,50% faster,,,,,,,,,,,,2,ServiceNow's analysis of thousands of instances found that those with healthy CMDBs resolve high-priority incidents on average 27% faster than instances with unhealthy CMDBs.,Govern
In which ServiceNow release was the group synchronization feature for Dynamic CI Groups and Technical Service Offerings added?,multiple-choice,Rome,San Diego,Tokyo,Utah,,,,,,,,,,,,2,The group synchronization feature (CSDM - Sync Group Attributes business rule) that cascades group attributes from TSOs to CIs in Dynamic CI Groups was added in the San Diego release.,Govern
"In CSDM Crawl-Walk-Run-Fly adoption levels, at which level are Dynamic CI Groups and location hierarchy addressed?",multiple-choice,Crawl,Walk,Run,Fly,,,,,,,,,,,,2,"Dynamic CI Groups, their connection to infrastructure, and location hierarchy are addressed at the Walk level of CSDM adoption. This represents intermediate maturity in CSDM implementation.",Govern
"When creating a Dynamic CI Group linked to a Technical Service Offering, what type must be selected when creating the CMDB Query?",multiple-choice,List,Report,Query,Filter,,,,,,,,,,,,3,"When creating a CMDB Query for use with a Dynamic CI Group, you must set the type to 'Query' (also referred to as 'assumed to be queried'). This enables the query to be referenced by CMDB Groups.",Govern
"In the Build and Integrate domain, what is the purpose of the SDLC Component object?",multiple-choice,To track software licenses and compliance,To identify individually developed parts of a business application like microservices and APIs,To manage user access to development environments,To store backup copies of source code,,,,,,,,,,,,2,"The SDLC (Software Development Lifecycle) Component identifies individually developed parts of a monolithic business application, such as microservices, APIs, and other components that can be developed and released separately. This provides visibility into what's being built before it becomes a deployed service instance.",Ingest
What role is required to view and edit the Identification and Reconciliation properties in ServiceNow?,multiple-choice,cmdb_admin,admin,itil,cmdb_editor,,,,,,,,,,,,2,The admin role is required to view and edit the Identification and Reconciliation properties. This is explicitly stated in the ServiceNow documentation for IRE properties.,Ingest
What is the default value of the glide.identification_engine.skip_duplicates.threshold property?,multiple-choice,3,10,5,20,,,,,,,,,,,,3,The default value of glide.identification_engine.skip_duplicates.threshold is 5. This property sets the maximum number of CIs that can be in a set of duplicate CIs before the system stops processing them as duplicates.,Ingest
What is the default AWS key rotation period (in days) for the Service Graph Connector for AWS?,multiple-choice,30,60,90,180,,,,,,,,,,,,3,The aws_rotate_keys_period connection property defaults to 90 days for the Service Graph Connector for AWS. This defines how frequently AWS access keys are rotated.,Ingest
What happens when the glide.class.upgrade.enabled property is set to false during IRE identification and reconciliation?,multiple-choice,IRE silently ignores the class upgrade and processes the remaining CI updates,IRE rejects the payload with the reclassification update and creates a reclassification task,IRE automatically downgrades the CI to the nearest parent class,IRE logs a warning and forces the class upgrade regardless of the setting,,,,,,,,,,,,2,"When glide.class.upgrade.enabled is set to false, IRE rejects a payload (or a payload item in Enhanced IRE) with the respective reclassification update, and creates a reclassification task. This behavior is consistent across all three reclassification types (upgrade, downgrade, and switch).",Ingest
How does the glide.identification_engine.update_without_upgrade_enabled property interact with the glide.class.upgrade.enabled property when both are configured?,multiple-choice,glide.class.upgrade.enabled always takes precedence over update_without_upgrade_enabled,Both properties must be set to true for class upgrades to be processed,glide.identification_engine.update_without_upgrade_enabled takes precedence over glide.class.upgrade.enabled,The properties are independent and do not interact with each other,,,,,,,,,,,,3,"The glide.identification_engine.update_without_upgrade_enabled property takes precedence over the glide.class.upgrade.enabled property. When set to true, IRE processes the CI updates but does not process the CI upgrade reclassification update.",Ingest
Which types of CI reclassification can be individually controlled through IRE properties during identification and reconciliation? (Select all that apply),multiple-choice,Class upgrade,Class merge,Class downgrade,Class switch,,,,,,,,,,,,"1,3,4","IRE provides individual property controls for three types of CI reclassification: class upgrade (glide.class.upgrade.enabled), class downgrade (glide.class.downgrade.enabled), and class switch (glide.class.switch.enabled). Each can be independently enabled or disabled.",Ingest
An administrator discovers that 4 duplicate CIs exist for a single server in the CMDB. The glide.identification_engine.skip_duplicates property is set to true and the threshold is at its default value. What will the IRE do when processing an incoming payload that matches these duplicates?,multiple-choice,Matching fails and an error is logged for the duplicate CIs,A new CI is created instead of updating any of the duplicates,"The oldest duplicate CI is picked as a match and updated, and the remaining duplicates have their duplicate_of field set to reference the main CI",All 4 duplicate CIs are merged into a single CI record,,,,,,,,,,,,3,"Since the number of duplicates (4) is less than the default threshold of 5, and skip_duplicates is true, the oldest duplicate CI is picked as a match and gets updated. That oldest CI is designated as the main CI, and the remaining duplicate CIs have their duplicate_of field set as a reference to the main CI.",Ingest
An organization wants to configure the Service Graph Connector for AWS to use an AWS Config aggregator for collecting resource data across multiple accounts. Which connection properties must be configured? (Select TWO),multiple-choice,config_aggregator_name and config_aggregator_region,aws_rotate_keys and aws_rotate_keys_period,config_aggregator_account,s3_bucket_name and s3_region,,,,,,,,,,,,"1,3","To configure an AWS Config aggregator for the Service Graph Connector for AWS, you need to set config_aggregator_name (the name of the configuration aggregator), config_aggregator_account (the AWS account where the aggregator is configured), and config_aggregator_region (the AWS region of the aggregator). Options A and C together cover all three required aggregator properties.",Ingest
What are the two primary functions that the Identification and Reconciliation Engine (IRE) performs to maintain data integrity in the CMDB?,multiple-choice,Importing data from third-party sources and creating transform maps,Preventing duplicate CIs and reconciling CI attributes from authoritative data sources,Scheduling discovery patterns and managing discovery credentials,Generating CMDB health reports and validating CI relationship types,,,,,,,,,,,,2,"IRE prevents duplicate CIs by uniquely identifying them using identification rules, and reconciles CI attributes by allowing only authoritative data sources to write to the CMDB. These are the two core functions that maintain CMDB data integrity.",Ingest
Which role is required for full access to create and update CI identification rules in ServiceNow?,multiple-choice,itil,itil_admin (on top of itil),admin,cmdb_editor,,,,,,,,,,,,2,The itil_admin role (on top of itil) is required for full access to CI identification rules. The itil role alone only provides read access.,Ingest
Why does the IRE identification process use dependent relationships when identifying application CIs such as a Tomcat application running on a Windows Server?,multiple-choice,To reduce the total number of identification rules that need to be configured in the system,"To ensure the application CI is identified in the context of its host, preventing ambiguous matches across multiple servers",To allow the application CI to inherit the sys_id of the host server CI,To bypass reconciliation rules for dependent application CIs,,,,,,,,,,,,2,"Dependent relationships force the identification process to first identify the host (e.g., Windows Server) and then identify the application (e.g., Tomcat) in the context of that host. This prevents ambiguous matches because the same application path could exist on multiple servers.",Ingest
Which enhanced IRE API option is disabled by default when using the CreateOrUpdateCIEnhanced() API?,multiple-choice,partial_payloads,partial_commits,deduplicate_payloads,generate_summary,,,,,,,,,,,,4,"The generate_summary option is disabled by default. When enabled, IRE generates summaries in the output payload with processing details such as the number of updates per class. The other three options (partial_payloads, partial_commits, deduplicate_payloads) are all enabled by default.",Ingest
Which methods can IRE use to generate an identifier key for a payload item? (Select TWO),multiple-choice,A combination of source_name and source_native_key values from the sys_object_source_info object,The CI's sys_id value stored in the CMDB,Identification criterion attributes defined in the identification rule,The discovery_source and first_discovered timestamp combination,,,,,,,,,,,,"1,3","IRE generates identifier keys based on either: (1) a combination of source_name and source_native_key values from the sys_object_source_info object, or (2) identification criterion attributes. These keys are then used to match partial and incoming payloads.",Ingest
An administrator needs to create a CI identification rule that uses attributes from both the CI's own table and a related lookup table to uniquely identify the CI. Which identifier entry option should the administrator select?,multiple-choice,Use attributes from main table,Use attributes from another table (Lookup table),Use attributes from main and another table (Hybrid),Use attributes from Related Entries,,,,,,,,,,,,3,The Hybrid identifier entry option allows selecting attributes from both the currently selected table (main table) and from another related lookup table. This is the correct choice when attributes from both tables are needed for unique identification.,Ingest
Where in ServiceNow do you navigate to create a CI identification rule?,multiple-choice,All > Configuration > Identification Rules,All > CMDB > IRE Configuration,All > Configuration > CI Class Manager,All > Discovery > CI Identification,,,,,,,,,,,,3,"To create a CI identification rule, navigate to All > Configuration > CI Class Manager, select the class from the Hierarchy view, expand Class Info, and select Identification Rule.",Ingest
An administrator is configuring identifier entries for a CI identification rule and needs to understand priority behavior. Which statements about identifier entry priority are correct? (Select TWO),multiple-choice,Identifier entries with lower priority numbers are given higher priority,Identifier entries with higher priority numbers are given higher priority,Identifier entries with identical priorities are applied in alphabetical order by name,Gaps can be kept between priority numbers so new entries can be inserted without modifying existing priority order,,,,,,,,,,,,"1,4","Identifier entries are applied based on priority where lower numbers mean higher priority. ServiceNow recommends keeping gaps between priority numbers so that new entries can be assigned unused priority numbers without reordering existing entries. Entries with identical priorities are applied randomly, not in any deterministic order.",Ingest
"In the Service Graph Connector for Observability - Dynatrace, which engine is used to map and transform data from Dynatrace data sources into ServiceNow CMDB CI class definitions?",multiple-choice,Identification and Reconciliation Engine (IRE),Robust Transform Engine (RTE),IntegrationHub ETL Engine,CMDB Transform Engine,,,,,,,,,,,,2,Data from the Dynatrace data sources is mapped and transformed into the ServiceNow CMDB Configuration Item (CI) class definitions using the Robust Transform Engine (RTE). The IRE is used separately to insert the transformed data into the CMDB.,Ingest
"When the Service Graph Connector for Observability - Dynatrace ingests process data from the SGO-Dynatrace Processes data source, how does it determine which CMDB table to populate?",multiple-choice,The data is mapped directly to the Application [cmdb_ci_appl] table based on the staging table schema,Application Dependency Mapping (ADM) analyzes the imported data and uses Discovery Process Classifications to identify the appropriate table,An administrator must manually assign each process to a CMDB CI class using transform map field mappings,The Robust Transform Engine automatically classifies processes using the CI Class Manager,,,,,,,,,,,,2,"The target table for process data is populated using Application Dependency Mapping (ADM). The ADM adapter analyzes the imported data and command-line arguments, then identifies the appropriate table based on the conditions included in Discovery Process Classifications list. The resulting table extends the Application [cmdb_ci_appl] table.",Ingest
A ServiceNow administrator is planning to upgrade the Service Graph Connector for Observability - Dynatrace to version 1.10.0. What prerequisite step must be completed before the upgrade?,multiple-choice,Back up all Dynatrace staging tables and disable all scheduled data imports,Uninstall the Integration Commons for CMDB store app and reinstall after the upgrade,Disable the reconciliation rules for tables extending the Application [cmdb_ci_appl] table,Create a new OAuth 2.0 connection alias in the SGC Central view,,,,,,,,,,,,3,"Before upgrading the Service Graph Connector for Observability - Dynatrace to version 1.10.0 or later, you must disable the reconciliation rules for tables extending the Application [cmdb_ci_appl] table to avoid issues with data reconciliation.",Ingest
"Which Robust Transform Engine (RTE) operation type combines the values from multiple input fields into a single string, with an optional joining string parameter?",multiple-choice,Copy,Multiple Input Script,Concatenation,Replace,,,,,,,,,,,,3,"The Concatenation RTE operation combines the values from input fields into a single string, joining them on the optional joining_string field. For example, inputs 'input_1', 'input_2', 'input_3' with joining_string ', ' produces 'input_1, input_2, input_3'.",Ingest
"When using the RTE Convert to Boolean operation, which input value produces a result of `true`?",multiple-choice,"""11""","""0""","""yes""","""1""",,,,,,,,,,,,4,"The RTE Convert to Boolean operation outputs true only when the input is 'true' or '1' (case insensitive). All other values, including '11', '0', and 'yes', return false.",Ingest
Which TWO of the following are valid Robust Transform Engine (RTE) operation types provided by the Integration Commons for CMDB app? (Select TWO),multiple-choice,Glide Lookup,JSON Parse,Extract First Numeric,Field Validator,,,,,,,,,,,,"1,3","Glide Lookup performs a database lookup on a target table based on specified fields, and Extract First Numeric sets the target field as the first numeric value found in the source field. Both are documented RTE operation types in the Integration Commons for CMDB app.",Ingest
"An integration developer is using the RTE Copy operation to populate target fields from a source field. The `overwrite_existing_value` field has not been configured. If the target field already contains a value, what happens when the operation runs?",multiple-choice,The target field value is replaced with the source field value,The operation throws an error because the overwrite behavior is not explicitly configured,The existing target field value is preserved and not overwritten,The source and target field values are concatenated together,,,,,,,,,,,,3,"When the overwrite_existing_value field is not set to true, any non-empty target field value is preserved and not overwritten. The Copy operation only replaces target field values when overwrite_existing_value is explicitly set to true.",Ingest
Which TWO statements correctly describe the Service Graph Connector for Observability - Dynatrace? (Select TWO),multiple-choice,The recommended method for configuring a connection is through the SGC Central view in the CMDB Workspace,The connector uses standard import sets and transform maps to process Dynatrace data into the CMDB,Data is inserted into the ServiceNow CMDB using the Identification and Reconciliation Engine (IRE),The connector is provided and maintained by Dynatrace as a third-party integration,,,,,,,,,,,,"1,3","SGC Central in the CMDB Workspace is the recommended method for configuring connector connections, as the guided setup method is being deprecated. Additionally, data is inserted into the CMDB using the Identification and Reconciliation Engine (IRE) after being transformed by the Robust Transform Engine (RTE).",Ingest
"In the Service Graph Connector for GCP, which engine is used to map and transform data from GCP data sources into ServiceNow CMDB CI class definitions?",multiple-choice,Identification and Reconciliation Engine (IRE),Robust Transform Engine (RTE),IntegrationHub ETL,CMDB Transform Engine,,,,,,,,,,,,2,The Robust Transform Engine (RTE) is used to map and transform data from GCP data sources into ServiceNow CMDB CI class definitions. The IRE is then used separately to insert the transformed data into the CMDB.,Ingest
Which of the following is a key feature of the Service Graph Connector for GCP?,multiple-choice,Requires a dedicated MID Server for data collection,Requires agents installed on each GCP resource for scanning,No MID Server required for data ingestion,Supports only manual one-time data imports,,,,,,,,,,,,3,One of the key features of the Service Graph Connector for GCP is that no MID Server is required. The connector ingests data directly from GCP using REST APIs.,Ingest
What is the recommended method for configuring a connection for the Service Graph Connector for GCP?,multiple-choice,Use the guided setup available in the platform UI,Use the SGC Central view in the CMDB Workspace,Configure directly via the REST API Explorer,Use the CMDB Integrations Dashboard to create the connection,,,,,,,,,,,,2,"The SGC Central view in the CMDB Workspace is the recommended method for configuring connections. ServiceNow states that the guided setup method is being deprecated, and unless there are configuration issues, SGC Central should be used.",Ingest
"After installing the latest version of the Service Graph Connector for GCP, an administrator notices that newly added data sources are not appearing in integration runs. What should the administrator do?",multiple-choice,Reinstall the Service Graph Connector application from the ServiceNow Store,Synchronize the newly added data sources using the Advanced Setup section in the guided setup,Restart the MID Server to refresh the data source connections,Manually create new import sets and transform maps for each missing data source,,,,,,,,,,,,2,"After upgrading the Service Graph Connector for GCP, newly added data sources must be synchronized using the Advanced Setup section in the guided setup. This is a required post-upgrade step documented by ServiceNow.",Ingest
"When creating identification rules for non-CMDB tables in the Identification and Reconciliation Engine (IRE), which type of identification rules are supported?",multiple-choice,Both independent and dependent identification rules,Dependent identification rules only,Independent identification rules only,Reconciliation rules only,,,,,,,,,,,,3,"For non-CMDB tables, only independent identification rules are supported. The Independent checkbox must be checked when creating an identification rule for a non-CMDB table.",Ingest
Which of the following are valid types of identifier entries that can be configured when creating identification rules in ServiceNow? (Select TWO),multiple-choice,Regular identifier entry — selects criterion attributes from the associated identifier table,Dependent identifier entry — links the entry to a parent table's identification rules,Lookup identifier entry — selects criterion attributes from a related table other than the current table,Reconciliation identifier entry — maps attributes to reconciliation rules for data priority,,,,,,,,,,,,"1,3",Regular and Lookup identifier entries are two of the three valid types (along with Hybrid). A regular identifier entry selects criterion attributes from the associated identifier table. A lookup identifier entry selects criterion attributes from a related table (lookup table) other than the currently selected table.,Ingest
How does the Priority field on an identifier entry affect processing within an identification rule?,multiple-choice,"Higher priority numbers are given higher priority, and entries with the same number are processed alphabetically","Lower priority numbers are given higher priority, and entries with identical priorities are applied randomly","Priority determines the order of reconciliation, not identification",All identifier entries are evaluated simultaneously regardless of priority values,,,,,,,,,,,,2,"In ServiceNow identification rules, identifier entries with lower priority numbers are given higher priority (processed first). When identifier entries have identical priority values, they are applied randomly. ServiceNow recommends keeping gaps between priority numbers to allow inserting new entries without modifying existing priority order.",Ingest
An administrator needs to create a new identification rule for a supported non-CMDB table. Which of the following are required steps when configuring the Identifier form? (Select TWO),multiple-choice,Set the 'Applies to' field to the supported non-CMDB table,Check the 'Independent' checkbox to indicate the identifier can identify records independently,Select the 'Allow fallback to parent's rules' option to enable dependent rule behavior,Configure a reconciliation rule before creating the identification rule,,,,,,,,,,,,"1,2","When creating an identification rule for a non-CMDB table, the administrator must set the 'Applies to' field to a supported non-CMDB table and check the 'Independent' checkbox. Non-CMDB tables only support independent identification rules, so the Independent checkbox is mandatory.",Ingest
What is the purpose of the Business Service object in the Service Consumption domain?,multiple-choice,To store the technical configuration of applications,To identify portions of the business that depend on and are impacted by technology,To manage the service catalog item offerings,To track incident tickets related to business functions,,,,,,,,,,,,2,"Business Service represents the business functions that consume and depend on technology (Service Instances). Its primary purpose is enabling impact analysis - if technology has an issue, Business Service identifies what portion of the business is impacted or may not be able to perform its function.",Insight
What does the service classification attribute indicate on a service record?,multiple-choice,The priority level of the service,"The type of service table the record belongs to (business service, technical service, etc.)",The security classification for data protection,The department responsible for the service,,,,,,,,,,,,2,"Service classification is an attribute that identifies the type of service (business service, technical service, etc.) and is used for filtering, reporting, and metrics. When on a business service table, the classification would be 'business service'. This is a legacy attribute that helps differentiate service types.",Insight
"Which ServiceNow product provides visualization of CSDM data across the entire service lifecycle, including Plan, Build, Run, and Info views?",multiple-choice,Service Catalog,Digital Portfolio Management (DPM),Performance Analytics,Discovery,,,,,,,,,,,,2,"Digital Portfolio Management (DPM) provides visualization of CSDM data across the entire service lifecycle. It shows tabs like Plan, Build, Run, and Info that correspond to CSDM domains. DPM helps visualize why data is placed in specific CSDM tables and what value it provides.",Insight
An organization wants to understand which groups of employees are affected when a specific business service has an outage. Which CSDM feature in the Service Consumption domain provides this capability?,multiple-choice,Service classification attribute,Subscriber relationships on Business Service Offering,Dynamic CI Groups,Application Service dependency maps,,,,,,,,,,,,2,"The subscriber perspective on Business Service Offering allows declaring who subscribes to a service - whether it's people in a specific group, an entire department, or a location. This provides business context for impact analysis during outages.",Insight
Which role is the minimum requirement to access the Insights view in CMDB Workspace?,multiple-choice,admin,sn_cmdb_user,itil_admin,sn_cmdb_editor,,,,,,,,,,,,2,The sn_cmdb_user (CMDB User) role is the minimum role required to access the Insights view. Higher roles like sn_cmdb_admin and sn_cmdb_editor contain sn_cmdb_user and also grant access.,Insight
What are the three categories of CMDB feature adoption displayed in the Insights view?,multiple-choice,"Data Ingestion, Data Governance, and Search & Analytics","Best Practices, Customizations, and Data Management Practices","Discovery, Integration, and Reporting","Data Quality, Data Completeness, and Data Compliance",,,,,,,,,,,,1,"The CMDB feature adoption tile in the Insights view shows dial charts for three categories: Data Ingestion, Data Governance, and Search & Analytics. Each category has associated feature cards showing adoption progress.",Insight
"In the CMDB Workspace Insights view, what determines the overall adoption level for the Data Ingestion category?",multiple-choice,The number of Service Graph Connectors installed in the instance,The percentage of CIs that are processed by the Identification and Reconciliation Engine (IRE),The number of IntegrationHub ETL transform maps configured,Whether the CMDB application for APIs and CLI store app is installed,,,,,,,,,,,,2,"The overall adoption level for Data Ingestion is based on the percentage of CIs processed by IRE. Low (red) = less than 80%, Moderate (amber) = 80-90%, and High (green) = over 90%. This same percentage also determines the adoption level for the 'CIs processed by IRE' feature card.",Insight
Which two scheduled jobs must be running for the CMDB Data Foundations dashboard to display data? (Select TWO),multiple-choice,CMDB Get Well Metric Collection,CMDB Data Foundations PA Metric Collection,CMDB Workspace - Populate aggregates Monthly,CMDB Health Scan Collection,,,,,,,,,,,,"1,2","The CMDB Data Foundations dashboard requires two key scheduled jobs: (1) CMDB Get Well Metric Collection, which calculates and stores details for compliant CIs and populates the list view of metrics, and (2) CMDB Data Foundations PA Metric Collection, which calculates total non-compliant CIs and populates PA widgets. Both run daily by default.",Insight
